,0
145,70.06821589521931
146,72.82993069683576
147,71.16703105930644
148,73.11806225580281
149,82.07029222682168
150,68.33009265726815
151,83.60164493809692
152,72.84877834534723
153,71.49390861690704
154,69.632576500603
155,69.17982265151899
156,61.14203452650255
157,67.88468952740696
158,68.7683395983567
159,69.74531288513562
160,69.22618610138444
161,79.04291018759756
162,79.25284060171454
163,65.12587049078876
164,64.69040552192226
165,69.65503631547476
166,73.7714132239871
167,71.2438684881641
168,71.42773141104918
169,82.01651916534217
170,78.84163318378593
171,65.33023943097565
172,64.15256408223978
173,77.02350529274432
174,85.12633249240088
175,66.32500986790481
176,62.37631955653421
177,61.74998088966646
178,80.28488627412285
179,69.45937064212998
180,68.8221514355179
181,68.27642447384294
182,74.41204095844893
183,70.10214117783016
184,75.91369091489805
185,68.99310579214021
186,76.33507771243488
187,77.8432560284268
188,76.19363158325312
189,75.15514271461352
190,74.84266456326179
191,79.59584465656403
192,76.98069161323873
193,80.53879669339084
194,76.05614064589096
195,65.64521490329419
196,71.43747806362946
197,65.22810317008589
198,71.04831905356093
199,72.40434086211116
200,82.93080318772482
201,69.19929686819562
202,81.95017755690849
203,81.22107275529409
204,67.44814222588676
205,69.49608532202606
206,64.56186894526878
207,77.12149307840382
208,71.34514539608918
209,72.99075915769578
210,75.65509288396028
211,71.88784127910918
212,72.51384073373892
213,72.51384073373892
214,72.93829821696805
215,76.87466912171033
216,70.51331322611492
217,74.6383242474504
218,71.23649730397273
219,73.34312724696795
220,69.37700718365134
221,64.58107774756428
222,66.13205440558114
223,77.85292551462814
224,70.66964504704721
225,66.93396870754533
226,64.09644036178527
227,70.75567697938602
228,71.20833234207487
229,67.95089196767454
230,72.04945491228426
231,81.71204865287031
232,70.64401908114132
233,85.55282830691525
234,76.73246490336282
235,71.79698345615496
236,82.97237066427222
237,68.18797320714927
238,84.91969070858825
239,72.07814177579337
240,64.298853875321
241,66.79136490581155
242,64.97789507898884
243,66.6755100462034
244,70.76114347432265
245,72.87939844760632
246,74.83645967560423
247,65.79096716515743
248,64.57395540354239
249,67.58036442607202
250,72.54389619365138
251,62.143070746211
252,75.10922813062213
253,78.0789142917441
254,69.60086801717179
255,66.86495733982872
256,67.64742683053318
257,68.39753983344525
258,75.27390239230631
259,66.50802439911264
260,71.55652756485016
261,77.56471811325416
262,70.5382069654779
263,68.44591372799577
264,80.67081841700164
265,77.41142108241328
266,72.25001841835129
267,70.4641668418233
268,70.79314358444941
269,67.45159319483429
270,66.52051903930979
271,69.30617095517512
272,66.89350641167464
273,62.07950824279445
274,68.061691014954
275,72.37279413984082
276,67.4237375462627
277,69.9724454431904
278,65.5058056597158
279,67.9454572826035
280,69.05818699953181
281,67.73172819712843
282,65.76645894756946
283,66.88128089729508
284,70.73681300935746
285,68.87788344461912
286,73.51871015327913
287,67.7180479792574
288,66.86012011069077
289,63.80825849103274
290,70.89759941368321
291,69.76512166524883
292,63.23794619349353
293,63.85371555823625
294,65.8195762542294
295,58.96718291029482
296,68.07397371816239
297,63.636678271356054
298,68.01650307356809
299,72.333787724673
300,64.55929821746214
301,66.71872807406427
302,59.61028713205553
303,73.98977541374123
304,67.99244541024544
305,78.6061170361368
306,73.53799592219272
307,66.67458645448549
308,72.81782693152799
309,68.66256311860054
310,67.93901527165009
311,77.90054596867829
312,82.73552815705709
313,69.59495139191837
314,69.01799264420085
315,67.76355055463243
316,81.31198386864773
317,83.90128024767223
318,76.82077259281948
319,77.78647309701583
320,75.29044098142205
321,76.09759578617638
322,70.70908465489003
323,63.31713764582426
324,61.8521050253852
325,60.73766859743462
326,62.92933626467903
327,61.775512677157955
328,63.53055600140282
329,57.411090669091585
330,60.4336087930449
331,59.40991735186937
332,61.4962904043198
333,62.33786318053551
334,61.41880260240181
335,64.23567743240437
336,61.68805088261331
337,61.57836924468769
338,60.50113800539387
339,65.48514747459168
340,62.45575727477322
341,61.203933447424376
342,60.44295334253382
343,61.81730455320217
344,65.35683742880957
345,67.01345549373413
346,59.26149334328952
347,66.83185712115916
348,63.05454449883279
349,62.453324762109
350,61.48762425791264
351,62.520853974457964
352,58.08738855497847
353,61.61860467103587
354,56.806138179369924
355,57.56814412065867
356,56.23338980938822
357,62.25105175905121
358,57.03262594850844
359,53.79486504180868
360,56.568053050205606
361,60.52961293191423
362,58.81392006381993
363,63.22558127869369
364,60.25891266702598
365,57.53388925049044
366,60.71339517674474
367,64.32746622193261
368,63.36124270653666
369,60.285184784465045
370,59.57846205573679
371,59.61358905486766
372,62.56749390052061
373,54.04652511758247
374,62.26679009250729
375,59.785749130258445
376,60.28761729712927
377,62.182125032039615
378,56.68090708530684
379,58.36725561673288
380,60.568667217742835
381,59.453113580199215
382,59.05921762141699
383,64.9600579860828
384,64.67924729952163
385,61.55341896304884
386,59.28380028533305
387,69.17645844393884
388,83.54612420982363
389,75.77649175161568
390,73.83956365058897
391,66.58480219644
392,69.46294766145088
393,68.56365916001046
394,64.65756572136372
395,83.61756412755402
396,84.31327793123103
397,70.09873781262885
398,76.32641458708109
399,82.10225237598888
400,70.36961468763072
401,67.91667044090876
402,76.92680861919752
403,76.76812603838914
404,66.68573589984624
405,70.57793512097926
406,71.22183675787502
407,70.38295186439133
408,66.3901600520866
409,72.08831234063925
410,66.43426511279901
411,66.5007102591966
412,67.23530875860004
413,57.55687887014803
414,70.7935484063555
415,61.79943804880287
416,66.99372655071197
417,66.07469823884388
418,64.45213130379219
419,66.28584110421916
420,64.19354786673703
421,82.0190552159703
422,63.828086571277
423,77.32640364381221
424,74.20960639952118
425,70.15379161557843
426,67.77514136810339
427,73.16288088088412
428,83.60419854367211
429,72.13683515537831
430,72.28553036203752
431,70.21913695567183
432,67.01623578402912
433,70.6498238352504
434,67.11178018646456
435,66.69849848058311
436,68.65570014972563
437,61.80180575316453
438,71.12807496556732
439,66.87000158198349
440,65.02081965534249
441,71.87650449604305
442,68.88234364804148
443,73.46684888859977
444,66.31431603073952
445,73.03494244674214
446,74.81696552948014
447,65.9633008253345
448,68.02495728298649
449,68.09848193575034
450,67.79888830547416
451,66.74751491575901
452,64.09417343697476
453,76.11676405190562
454,71.58820769353665
455,64.61778156969807
456,75.82024547491905
457,64.49290907461554
458,69.88988783535169
459,67.79780542480066
460,67.60136920990526
461,70.28043609405614
462,71.83725750402344
463,79.02522751530435
464,67.40873778792698
465,79.98303601130425
466,66.5400159042486
467,67.52768857540478
468,75.26974195749304
469,79.82973898046338
470,75.288392456996
471,75.4847515536151
472,64.71373592586359
473,73.49958007848633
474,68.10833212629453
475,72.08530102299598
476,70.05463540139789
477,72.9039521733658
478,77.99022295901476
479,62.90248400400424
480,63.45716616735141
481,72.21038155799384
482,68.85689180564678
483,67.2700286220618
484,66.01210532352165
485,68.96821144471903
486,66.97331832723201
487,67.22244235237766
488,70.45563440407093
489,64.99120465931978
490,62.15038488612706
491,67.17342591720175
492,65.24177982817865
493,65.15980452577465
494,61.364040376675106
495,70.16588143386949
496,73.24984739484265
497,67.38758056110093
498,64.72623500321505
499,62.43098474575712
500,66.35720034389499
501,62.43098474575712
502,68.32320128127195
503,65.26977571813406
504,64.39613550378394
505,63.41216041574257
506,67.46133984741456
507,68.34234680880174
508,65.52634716837134
509,68.31908309709057
510,67.33299255948765
511,70.94400810262606
512,70.65957048783068
513,72.7518637253128
514,74.3049695858103
515,69.63006324055088
516,83.0693290684754
517,70.63210230922459
518,71.66944754858355
519,69.59295803007976
520,69.56866174948055
521,71.22410284172202
522,67.15557891614667
523,72.68837876412105
524,71.2589161171606
525,67.72266945749232
526,68.99773017399258
527,68.94875958615896
528,72.30835200969778
529,76.08047978518024
530,73.89411098623678
531,73.01648372209887
532,74.49022646357975
533,74.29282376396826
534,70.5165618641908
535,69.803844735772
536,66.20386224203689
537,72.82231443201398
538,75.55937225314405
539,69.20790345127354
540,70.83007020133425
541,70.39816375947662
542,66.97740883824689
543,70.51233289788824
544,74.143145664429
545,69.81532011832033
546,69.2754326636225
547,66.70438196219487
548,66.0392282435509
549,76.50298329949759
550,62.45224341497235
551,73.63395979786387
552,85.08766884924933
553,65.1888002438486
554,68.41245402017208
555,67.7375081407763
556,65.21687034846288
557,67.73172819712843
558,67.837127651169
559,69.23972580877754
560,66.31501656234957
561,63.74945869985664
562,74.66492258959866
563,60.59005450342999
564,70.58401421239948
565,82.35514353760806
566,68.1313671963778
567,77.713669143878
568,65.63803744498368
569,78.36033079730696
570,74.56879464864686
571,66.51895620588758
572,65.7881645366065
573,65.52369472178579
574,71.49093558457932
575,74.80620688401227
576,77.31634908973267
577,71.0336014631879
578,66.66759104139852
579,75.41784046152392
580,60.573737292757684
581,63.127143786196605
582,60.524352938856424
583,76.61488551309868
584,63.74825451462504
585,56.87316200322293
586,63.12976204841617
587,67.1106401169622
588,69.13929017297318
589,69.36218815088914
590,70.10740032992445
591,68.34774264250156
592,67.76598306729666
593,65.85779783333004
594,77.71666221212527
595,74.9765093118567
596,70.2983103624827
597,68.17672872254998
598,70.0018272910976
599,70.7293238356334
600,73.12463916068889
601,76.66734534376876
602,66.54219977650416
603,69.1538398009921
604,80.47090443210946
605,68.11644964963351
606,72.73340695169071
607,71.44695321589174
608,82.9821173168525
609,81.55603322681172
610,78.64054422486515
611,80.0158872873265
612,64.75446128932674
613,78.02422925810762
614,68.89991280040779
615,84.17958447600444
616,70.05835075110689
617,69.1735450431414
618,69.07427415134302
619,68.77063431935773
620,78.76085687908719
621,85.2042895888091
622,72.74072109160676
623,64.44879247779933
624,79.55338738726692
625,67.08864662362991
626,61.42497939163023
627,81.6011528001168
628,80.32769533189511
629,82.85194051940638
630,82.87644873699433
631,61.73912146464746
632,82.43722815522065
633,66.1569567499349
634,65.53257996115074
635,67.52271847857557
636,66.62441302417656
637,76.83968528253884
638,66.894374980859
639,75.13704687601299
640,74.09673616766715
641,71.84230471912896
642,66.54011588243424
643,74.92109311635927
644,63.127143786196605
645,81.01860177400383
646,76.57057177293716
647,66.54032781942298
648,72.98475477761899
649,63.49859592156893
650,77.28386814901187
651,62.81404887595003
652,58.23736724523543
653,62.944464907448534
654,62.59421115768025
655,77.98875283256345
656,60.85816606965696
657,63.59831896992552
658,64.77151492585402
659,71.79214905541423
660,67.66124212078338
661,63.99813511373943
662,62.66964862057791
663,63.308842136957196
664,65.51279132213213
665,62.41464111382048
666,65.92900925174635
667,62.74805134081531
668,71.64484581620569
669,71.31499139740498
670,60.98330008915186
671,70.52110842883731
672,66.3398238766852
673,62.0459483570243
674,63.09288891602838
675,61.59304909091645
676,61.51343362005469
677,64.71512834721109
678,64.80576979602225
679,59.98226420861416
680,64.08149278030771
681,63.61307697515493
682,66.25205387840265
683,63.11631306766495
684,64.25154132277014
685,65.4790259846049
686,67.34422336745216
687,69.43038804269212
688,68.76271959979246
689,71.78635493333881
690,68.59583881759053
691,69.32579996900706
692,71.55128000877707
693,67.46787121790433
694,69.87028430873282
695,69.03856172306128
696,71.20148483617496
697,67.86955729705764
698,66.8015547814958
699,69.76998589346559
700,66.52948292246379
701,73.57296195600466
702,72.15347659068608
703,75.81367920206662
704,66.21760777425708
705,77.66796637360552
706,71.47105014255703
707,72.07226987928082
708,66.0968561837474
709,70.07116362600037
710,68.93578850756582
711,69.9038179864625
712,69.78478382272243
713,64.87609681804409
714,76.33693549558814
715,67.59443145854921
716,68.86711922571449
717,70.11033646998543
718,67.24487179759919
719,67.21772957743889
720,69.85457196294934
721,66.16330488992327
722,71.45876743934863
723,67.95014610142897
724,75.84907414173722
725,75.46655205378084
726,68.0938671127558
727,66.32689528541688
728,64.20589588429459
729,67.82582192875273
730,77.3066624733837
731,66.50362625816298
732,79.04821970047273
733,76.96485901640064
734,62.78848371790568
735,66.18578541675308
736,68.98615338945456
737,71.03730619424762
738,69.32710646732666
739,66.57720335469955
740,70.60678846230103
741,64.60483989914586
742,75.12637112668575
743,68.56013196274556
744,70.46103620043779
745,78.80044412203992
746,69.33716503508131
747,64.5458375773373
748,74.02005959418996
749,74.2331043219995
750,65.72205661739144
751,65.1020121883202
752,69.6987338362678
753,65.22813534079339
754,69.80928048359954
755,67.64671563217124
756,67.87760044311574
757,70.06586349054766
758,66.72427535678828
759,70.49173778857049
760,67.78841251251819
761,73.2033911840698
762,72.03015852472137
763,63.85762782554292
764,71.05982342449735
765,67.60056358056964
766,67.82266738268642
767,70.97747664358974
768,71.54606314424679
769,76.38056457584548
770,67.43740086689144
771,67.74285393359219
772,57.47785913096006
773,72.85979721632299
774,73.145712162265
775,73.36274588936693
776,71.84529221393947
777,68.16857476893233
778,70.37493360686217
779,67.22144764596263
780,73.55701837310137
781,66.69108322619898
782,76.78424473159143
783,70.64402699436025
784,67.1871927757944
785,69.71139245513415
786,69.61316689962581
787,68.47551909799094
788,64.48092410815397
789,75.24816903900253
790,67.33199785307261
791,71.93094918368593
792,70.49285855794179
793,65.16702311663524
794,68.71066078035986
795,72.9550043939541
796,70.64667698839447
797,64.38418368096403
798,71.22960157669945
799,73.48993734051732
800,69.23120384017983
801,68.2260988980237
802,72.01474379963759
803,64.01336681500234
804,66.0968561837474
805,62.14062049534096
806,68.77842122982862
807,69.99541033129515
808,74.73000239204111
809,69.84590581654217
810,78.18895499063036
811,75.94468970105268
812,69.23120384017983
813,76.90456326591314
814,65.13493435212838
815,65.50892808534078
816,79.71428336155692
817,69.08386033777309
818,68.03726859712413
819,71.75903194063464
820,72.80711891593513
821,64.7359903372771
822,71.44727618704829
823,66.95820015361716
824,66.47113980711204
825,63.96226224836302
826,60.48158570620758
827,70.05294608643067
828,65.12481602128366
829,67.38008316445868
830,66.21707795140277
831,65.68243905716506
832,69.34619606063877
833,77.32260605628699
834,70.21271555871506
835,70.52802034949686
836,72.45858509138333
837,68.60099955262294
838,65.13977047120868
839,62.827692896447715
840,60.61519061269192
841,70.21007110906208
842,61.17132747953056
843,63.87470597211804
844,66.95105929624876
845,76.47949219650073
846,71.51936558100525
847,70.45161305375197
848,77.67079301303558
849,67.27363382883273
850,71.42392471653372
851,60.13711723499775
852,71.99088958308928
853,65.52239364740834
854,65.05525911817655
855,69.18154082999152
856,64.44165432555835
857,70.06634653795699
858,66.1987438042285
859,64.9472449616947
860,66.54801169109872
861,65.58498293361897
862,65.1729448352038
863,66.99262115036399
864,70.22500736891371
865,62.01057614210689
866,61.30530183827712
867,65.9469630894406
868,66.71759292650461
869,67.38645096075324
870,76.79005560141452
871,66.19027291723908
872,66.44879581733424
873,66.50766244305431
874,77.55310534545646
875,70.66777821166954
876,66.19027291723908
877,69.345036939065
878,68.29949026561196
879,71.28991900181839
880,67.72536961537736
881,64.0331948952466
882,60.78606096373558
883,70.58920634380016
884,66.24506936539616
885,69.33981502911554
886,71.19434034568366
887,76.22569737103436
888,73.80481325166524
889,76.65506776226385
890,71.54279329242009
891,71.26543858042095
892,73.05071675874363
893,78.41159426877488
894,72.64331853447396
895,67.56572085775473
896,69.99790795450058
897,72.2245125229743
898,71.34282353052605
899,71.88873402206846
900,68.65470188353234
901,75.76094825814525
902,74.68120654694737
903,72.79369950324184
904,76.07251149117758
905,74.56173274826995
906,70.72565703818739
907,67.55265407125445
908,69.37042161066786
909,73.23308923264749
910,76.62503026767811
911,73.40894807643096
912,67.49802249777379
913,75.26296612215226
914,68.93902796343124
915,74.990580814409
916,74.47362532384551
917,71.36400225914412
918,69.19024570606001
919,71.8125602162339
920,67.03731322275955
921,64.1609985317106
922,68.46908213225005
923,65.39534125236389
924,68.74532047243417
925,75.33504889855213
926,69.56607817702242
927,72.99477496296635
928,57.160121827514054
929,64.64424552238351
930,71.43808771555067
931,76.7168154974281
932,71.42671384472483
933,68.34552718852959
934,70.22539238868929
935,79.7234686902913
936,74.34725060050181
937,74.6490498682565
938,74.63090772862353
939,76.91352321264151
940,65.37835911168074
941,73.86754304835382
942,67.88536027619428
943,75.46150074017216
944,75.45622554548646
945,73.09485795437392
946,73.57778947009417
947,77.19642307139044
948,67.33040898702951
949,60.2855412435776
950,71.94686520043146
951,83.44115264140642
952,59.151611510466466
953,62.4489459212904
954,87.7960271619796
955,69.45837237593668
956,79.47889777529971
957,66.49491613712117
958,67.74407621468599
959,67.19030097272565
960,79.9405059771715
961,71.24894278066198
962,75.0861585602469
963,66.7802925525023
964,71.85681821910786
965,79.31684261679862
966,82.67561082137101
967,72.53745066331919
968,81.67565544700642
969,67.02025243026321
970,84.12205651931144
971,70.09343221584143
972,85.84384040526447
973,65.4028673292687
974,57.96754813258639
975,70.66586346523158
976,72.81680936520362
977,81.8068409798005
978,75.0279703376086
979,69.19705855431432
980,63.998051314799426
981,71.23645085927957
982,74.87128737902806
983,71.52755491049346
984,76.92112445727072
985,78.496107841453
986,65.98573027055603
987,72.8759072280435
988,75.21624398449816
989,66.02106920667563
990,81.52469894757671
991,83.23373541800824
992,78.44560244908631
993,74.12733067064057
994,69.50721357754375
995,70.43538791334748
996,71.84625453081908
997,66.96053891858615
998,67.6703133685941
999,71.14910842966309
1000,68.28882869471228
1001,61.740827211436375
1002,72.45075111297925
1003,64.25997883470707
1004,61.98051921799088
1005,69.92655143363949
1006,77.8145523370087
1007,78.76340042591922
1008,69.42965064478314
1009,67.96841964454966
1010,79.77085944075849
1011,66.18539128998725
1012,69.15264157842755
1013,73.8978907729189
1014,71.56398722266606
1015,74.22221032870213
1016,82.55728168634235
1017,77.86571062035739
1018,79.35142143105755
1019,79.1025108764375
1020,67.47370827516083
1021,74.10629505703359
1022,68.28882869471228
1023,76.80544222161566
1024,70.33083210592804
1025,74.48326927942543
1026,77.16930168489806
1027,77.30610624285292
1028,76.85638146949542
1029,70.71987373452207
1030,63.4512040829219
1031,75.15918753506358
1032,66.22475902452712
1033,74.61486851409741
1034,80.11074851460891
1035,77.42967188171366
1036,67.67608753499725
1037,60.79360634077143
1038,76.82987419830336
1039,78.90420032996052
1040,64.67832680776546
1041,66.07875185759201
1042,61.59240320285653
1043,76.97304639533698
1044,68.04906580037186
1045,70.67898040870482
1046,65.33251147748967
1047,66.71553209210482
1048,70.64331977678539
1049,66.29480498737314
1050,70.21745843209958
1051,71.99188020358406
1052,76.62942096269006
1053,72.7983965662162
1054,65.74838058874879
1055,65.89947634404524
1056,65.04541011291026
1057,65.9466392813075
1058,71.70226564828585
1059,71.31699913249086
1060,67.43343415795903
1061,61.78493227214878
1062,62.46735872027783
1063,77.02956985534627
1064,81.54487369586339
1065,66.4109974158011
1066,76.287617505707
1067,72.92153516121857
1068,69.51510777293471
1069,61.343138736566246
1070,58.26481172590836
1071,69.88648841246292
1072,71.28917766828526
1073,83.10593156989711
1074,67.62108664521199
1075,60.9482184749227
1076,64.70025166160272
1077,66.76862377979151
1078,70.98065503341351
1079,61.20713668706155
1080,69.23257696139626
1081,72.38638909238873
1082,62.90300671988493
1083,75.3790152036138
1084,61.366257705518265
1085,70.09475309639652
1086,84.51183534605363
1087,69.27649405508689
1088,83.07302870621999
1089,68.49700238957007
1090,66.29488363918632
1091,76.77775807216149
1092,68.43464423134122
1093,68.26533093647505
1094,71.24499809067537
1095,74.05863789956352
1096,67.28988377969843
1097,71.29388480045397
1098,67.06766094732461
1099,65.86376948920028
1100,64.0879937931243
1101,68.19321868260877
1102,80.84551542847989
1103,75.49995341865157
1104,70.88519141420768
1105,81.7291307455143
1106,64.55748654467192
1107,61.83286108159503
1108,62.478152535628766
1109,71.46580564179237
1110,66.55607483436084
1111,69.5455554756854
1112,62.29072772571735
1113,63.741046315561654
1114,65.98176356162362
1115,61.934645164112226
1116,65.02591324797145
1117,69.69287611818281
1118,70.86481660346348
1119,62.60603251649914
1120,61.535667805858495
1121,61.53556426789459
1122,65.7374096288333
1123,67.38192067091046
1124,67.57449252955948
1125,65.17193365013522
1126,64.29951299806416
1127,61.208217193234674
1128,60.94815891159345
1129,66.95116038449204
1130,81.92596707606737
1131,74.79140304214792
1132,76.02103988318893
1133,73.13748838214738
1134,66.59791851747468
1135,66.41645385355451
1136,70.07323236957194
1137,67.96368905086695
1138,68.3266333267358
1139,75.10273231924569
1140,59.913636751886266
1141,63.63327995852494
1142,74.44404576679997
1143,65.52111612541353
1144,85.96996940273891
1145,80.04497313021082
1146,66.13018757020347
1147,72.85734404283026
1148,78.11673211805136
1149,65.55838910362152
1150,64.35317898240855
1151,73.6010427557592
1152,68.75115997941128
1153,72.35791569940524
1154,66.90792072025243
1155,69.88018354661973
1156,62.94337022284787
1157,68.84452131741017
1158,68.05012700641393
1159,68.55487865722931
1160,64.71678762091848
1161,72.3748978400884
1162,65.94347786679376
1163,79.67786885554537
1164,73.60491392366029
1165,70.11939972888769
1166,74.4467273433521
1167,72.12097083950408
1168,71.6316988245529
1169,68.89493005868789
1170,67.86271080149331
1171,63.21321794642614
1172,70.24453791621907
1173,64.80734685813819
1174,65.37651300023818
1175,66.97417153271095
1176,72.79013677525198
1177,76.16613576091619
1178,66.79041214778975
1179,67.60262632277545
1180,68.13027251177712
1181,64.67743918650967
1182,71.81099826717154
1183,65.25617839640366
1184,76.58514120713372
1185,74.06094152779397
1186,69.0467970392827
1187,68.16452738194535
1188,60.457181026583534
1189,73.17867187045663
1190,65.25617839640366
1191,63.158239377825296
1192,71.4217032998947
1193,66.88122981568681
1194,69.61376190583827
1195,71.35273986946319
1196,65.324019523927
1197,65.42826697595034
1198,68.72327979218882
1199,63.39007137335483
1200,60.980716516693725
1201,65.46512939259081
1202,68.09867008819445
1203,60.083897231337446
1204,65.95255590656092
1205,63.293297802523234
1206,69.21488877877292
1207,73.2976560013369
1208,78.49162160540973
1209,72.96265181498383
1210,76.14581708739615
1211,67.85190818139078
1212,70.97730305880346
1213,67.2618326119099
1214,69.55266609945193
1215,72.22401402178068
1216,77.01151570454944
1217,75.49123538969194
1218,69.4978504204971
1219,74.98633553370468
1220,67.39652311788247
1221,76.35551159720626
1222,64.45501990944025
1223,76.77809330943994
1224,68.35130713217745
1225,72.12811139463385
1226,69.03990156478334
1227,64.35540039904755
1228,63.943533974422934
1229,65.80841944209581
1230,81.47070090696336
1231,70.68771660193437
1232,69.80079301529378
1233,73.47684819323457
1234,71.33084012382614
1235,70.31216003529974
1236,68.9291394206846
1237,73.13965092803048
1238,72.74053332839293
1239,70.64922715162731
1240,74.90554224919629
1241,76.68253069589662
1242,74.29569306948525
1243,68.92670690802038
1244,71.7971049738159
1245,71.34296308575885
1246,73.5812478191566
1247,77.96109991843227
1248,68.93140634549513
1249,82.03766577351894
1250,75.18783910480019
1251,74.20508913191304
1252,70.55525750263027
1253,71.95727315504327
1254,75.06112760055346
1255,66.29842035889652
1256,63.21700246558147
1257,69.21522355385662
1258,68.31691809945761
1259,71.28372479031012
1260,68.14705766903978
1261,67.48982073660196
1262,73.4375094045409
1263,71.13530078173028
1264,71.1640628795881
1265,70.03934126849637
1266,66.94110181673739
1267,61.6158273544931
1268,73.00560296268327
1269,65.63423985745845
1270,71.13530078173028
1271,67.45310521574234
1272,59.3187235297882
1273,66.66134685833963
1274,67.68760895798849
1275,69.09130776286472
1276,62.62806543206608
1277,65.63423985745845
1278,71.1640628795881
1279,71.17277300062992
1280,58.751758663232636
1281,57.593320712533554
1282,62.10266957559479
1283,65.40867013282588
1284,62.96199495882405
1285,69.19295496401556
1286,68.42232512695153
1287,75.01953780282163
1288,73.42919341026492
1289,78.34897754047776
1290,79.11094949716131
1291,71.46516666094526
1292,74.42127278214264
1293,67.29940275493716
1294,66.4530756267189
1295,66.00844797738023
1296,72.2548558512972
1297,69.32801338871349
1298,69.43485268326879
1299,68.94156845121368
1300,70.62060284272368
1301,74.17998395756075
1302,70.85674791298939
1303,71.51665659214382
1304,72.53578785171136
1305,63.70276062073178
1306,69.62347215723726
1307,71.61442609506783
1308,73.57876422083696
1309,72.38583216591726
1310,61.91745464621859
1311,75.94468970105268
1312,71.78373938993398
1313,71.99969261086281
1314,71.99969261086281
1315,75.64791562945773
1316,67.49943724030571
1317,67.2870092029833
1318,68.94156845121368
1319,75.51278325919505
1320,86.3161117377976
1321,86.5001124523459
1322,81.75869175164453
1323,78.61958894499838
1324,78.84442614084942
1325,64.28074813686932
1326,69.19408907085088
1327,84.87691070428357
1328,75.05967019193459
1329,72.04218218203657
1330,72.24099366332037
1331,62.601670811449004
1332,74.74188738031705
1333,69.92329232640894
1334,74.99833029043491
1335,83.5614268244461
1336,77.57111889597456
1337,70.8827556370841
1338,75.10042866262687
1339,80.45667154348592
1340,75.6730841834706
1341,84.27297161709694
1342,79.33728060740073
1343,75.54844871239581
1344,66.1876715522618
1345,68.66924436360635
1346,73.72808891904248
1347,70.24591125710678
1348,71.55001925807765
1349,69.19875624206003
1350,78.31523749919609
1351,76.00025947539795
1352,71.60191833623459
1353,72.96053427122567
1354,71.96133645375546
1355,71.0630863103341
1356,78.2569203043632
1357,75.00312852081741
1358,70.80555563695225
1359,73.40464608636826
1360,73.45555759267069
1361,71.51576438790943
1362,82.51849087017689
1363,76.90651077934538
1364,66.90543673674966
