Attr4,Attr5,Attr9,Attr12,Attr18,Attr21,Attr23,Attr24,Attr27,Attr29,Attr33,Attr35,Attr36,Attr38,Attr40,Attr43,Attr45,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr56,Attr58,Attr59,Attr60,Attr61,Attr63,Attr64,class
0.88192,-114.66,0.94521,0.007581796624706743,0.0030055,0.78584,0.0031797166767173436,-0.034145999999999996,0.36279,4.9372,2.1682,0.031181,0.90408,0.57047,0.2578,111.16,0.026598,47.986000000000004,-0.0077224999999999985,-0.008170142084827709,0.42496999999999996,0.39641,0.46121999999999996,-0.057967,1.058,3.1849129862025927,7.1897,6.0441,2.38442521631644,1.2491,0
1.1005,-30.895,1.0281,0.11967990769033528,0.056009,0.81258,0.05447816360276238,0.056009,1.0119,4.4619,6.0107,0.069275,2.9099,0.53201,0.13643,56.945,0.19977999999999999,36.378,0.017218999999999998,0.016748370781052426,1.0652,0.46798999999999996,0.16637000000000002,0.027344999999999998,0.9726600000000001,0.030048984491471337,10.315999999999999,16.928,2.1968418128592493,5.9635,1
1.0735,1.4603,1.0386,0.2155472297347592,0.086872,0.84129,0.08364336606970924,0.3028,0.3483,3.8848,7.5948,0.10661,3.1854,0.59697,0.85736,10.004,6.4851,1.5974,0.052238,0.05029655305218564,0.6986100000000001,0.40303,0.13167,0.037132,0.9628700000000001,0.5682086846875244,237.31,43.11600000000001,2.5769793811875044,5.6033,0
1.2884,-18.305,1.4128,0.04393107090981117,0.0066538,1.1318,0.003257998301245753,0.084999,1.2003,3.6325,9.0707,0.038942,1.4128,0.84854,0.029220999999999997,49.273,0.044863,27.259,-0.08920800000000001,-0.06314269535673839,0.36951,0.15145999999999998,0.11024,0.027563999999999998,0.99529,0.7982114096804273,13.77,16.033,9.327875346626174,1.7553,0
1.1798,-14.144,1.4194,-0.2538579994102421,-0.07748,0.99492,-0.054586444976750734,0.12525,1.0119,4.6892,4.4233,0.0010874,1.4194,0.67452,0.09366100000000001,85.24600000000001,-0.72473,28.904,-0.0045062,-0.003174721713400028,0.7934399999999999,0.30521,0.22608000000000003,0.048856000000000004,0.95201,0.2721130783455702,13.276,6.3199,4.650568461059598,2.218,0
6.7187,95.712,0.95668,-0.09876890388701412,-0.003161,1.0,-0.006035351423673537,0.0879,-0.29101,4.5482,12.091,-0.011261,0.39186,0.96507,1.3359,169.85,-0.06901,78.919,-0.043438,-0.04540494209139942,6.7187,0.032004000000000005,0.08270599999999999,-0.045285,1.0453,0.003031904421440989,4.4247,4.1781,29.89251343582052,0.47161000000000003,0
1.8397,40.13,1.2541,0.2257609816729696,0.085367,1.3994,0.06807032931983095,0.13777999999999999,0.0,4.6442,2.6445,0.011317,1.2541,0.56021,0.50468,146.93,0.7373,42.263999999999996,-0.06718099999999999,-0.053569093373734146,1.4997999999999998,0.37813,0.37815,0.20265999999999998,0.81452,0.15983736501482734,10.831,3.2236,3.3165842435141353,4.1207,0
0.4524,-294.87,0.3689,-0.7640745203447956,-0.41218,0.4609,-1.117321767416644,-1.3289,-3.2967,3.6564,1.2923,-0.32823,0.3689,0.46034,0.0078817,237.26,-2.3547,91.649,-0.44091,-1.1952019517484413,0.1032,0.53945,0.77382,-0.88976,2.0727,-1.3374239871052824,2.1074,5.6971,0.6838446565946799,0.48799,0
1.9692,-8.4639,2.2331,0.1759646739130435,0.051804,1.0437,0.01717791411042945,0.19875,6.0695,3.8094,7.3939,0.05636699999999999,2.2331,0.7045899999999999,0.089548,90.448,0.11621,55.35,0.011385,0.005098293851596435,1.4875,0.2944,0.13525,0.025241,0.97685,0.15622849277357181,6.7651,10.001,7.585258152173913,5.3137,0
1.5817,7.2797,1.2457,0.8043478260869564,0.19018,1.1639,0.12316769687725776,0.45098,7.8398,4.0533,4.4125,0.20990999999999999,1.2457,0.67237,0.12125999999999999,101.18,1.3572,39.55,0.18120999999999998,0.14546841133499236,0.90558,0.23644,0.22663000000000003,0.16851,0.84921,0.3007393274505128,11.019,5.3632,5.26856707832854,1.9899,0
1.0373,-61.146,1.3646,0.16416612069593073,0.090206,1.1759,0.05210244760369338,0.22086,5.7852,5.0896,2.3192,0.090309,1.3646,0.43412,0.090167,139.2,0.31884,63.87,0.028747,0.021066246519126485,1.0072,0.54948,0.43118999999999996,0.066178,0.93514,0.03777757302128453,6.1197,4.588,2.483438887675621,3.1734,0
3.8476,69.887,1.141,0.6003829873009474,0.11914,1.5477,0.0944609991235758,0.18338,1.4004,5.4893,4.0282,0.11194,0.9344,0.78177,2.2107,130.0,1.0494,46.896,0.055846000000000014,0.04894478527607363,3.8476,0.19844,0.24825,0.12355,0.87645,0.025314350768128827,8.8803,4.1059,5.749848820802257,3.8569999999999998,0
0.26808000000000004,-232.88,0.91832,-0.7978996675732849,-1.0561,0.56942,-1.150034846240962,-0.64947,-38.381,3.6117,1.3895,-0.92076,0.91832,-0.32608000000000004,0.03557,122.32,-6.9924,29.975,-1.0878,-1.1845544036937017,0.26758000000000004,1.3236,0.7196899999999999,-1.0026,2.1297,-0.00760549558390543,6.0803,5.8598,0.693804774856452,1.4234,0
0.87282,-96.303,1.1333,0.3138011393060591,0.12119,1.062,0.08942910085590752,0.16117,7.1987,3.9227,2.9459,-0.0044086,1.1333,0.6138,0.018459,106.27,0.4313,75.387,0.067592,0.05964175416924027,0.64931,0.3862,0.33946,-0.0038900999999999996,0.90535,0.27646300378488553,4.8229,11.933,2.934489901605386,1.7096,0
18.271,162.65,1.1362,0.8581005280871206,0.031361,1.2429999999999999,0.02160975180425981,-0.025657999999999997,1.0119,3.1488,30.394000000000002,0.025449,1.1362,0.96345,12.054,72.992,0.16846,47.893,-0.018598,-0.01636859707797923,18.271,0.036547,0.032902,0.022397,0.9725600000000001,3.113809746135585e-06,7.7958,13.947000000000001,31.088735053492762,3.4199,0
0.94425,-26.721999999999998,10.208,-1.656292346505966,-1.5034,0.78527,-0.1472766457680251,-0.73641,-3.6139,1.7681,12.543,-1.1773,10.208,0.092308,0.22459,23.357,-2.5969,18.559,-1.3354,-0.13081896551724137,0.9442500000000001,0.90769,0.079725,-0.11533,1.1473,2.1666594444775846e-05,17.633,137.36,11.246130286771917,71.428,0
1.5528,-15.821,1.1603,0.6155192106734064,0.25328,1.114,0.17369645781263465,0.70121,1.6051,4.4815,4.2669,0.28182,2.0417,0.5884699999999999,0.12775,105.06,0.67294,62.25899999999999,0.24855,0.2142118417650607,1.3633,0.41149,0.23435999999999998,0.13818,0.86182,0.10772097575666312,6.8026,7.1006,2.8197526063816865,5.6432,0
2.1802,-32.864000000000004,0.54819,-0.07832058511529229,-0.014028,1.1071,-0.02112406282493296,0.007866,-1.1653,5.4187,2.6509,0.078065,0.54819,0.82089,0.14629,242.55,-0.051539999999999996,172.72,-0.046033,-0.08397271019172185,1.2439,0.17911,0.37723,0.14240999999999998,0.87511,0.19651056014692384,2.4399,3.9265,3.060633130478477,0.8994,0
2.326,45.71,1.114,0.7721501659765236,0.22563,1.0536,0.16298922800718132,0.64326,1.2342,4.2663,6.4767,0.23359,2.1457,0.63932,0.11375,111.91,1.2128,28.872,0.15648,0.14046678635547574,2.0763,0.29221,0.1544,0.10237,0.8976299999999999,0.17150801926610057,14.083,4.2444,3.8123267513089902,6.5826,0
1.7613,-30.842,1.0156,0.22471954551991946,0.062499,0.61557,0.04936884600236314,0.22816999999999998,0.26705,4.7288,4.2168,0.031319,1.247,0.72006,0.34770999999999996,120.48,0.16937,92.13600000000001,-0.018133,-0.01785447026388342,1.7613,0.27812,0.23715,0.015399000000000001,0.9846,0.002527567147182221,4.0235,12.265,3.6516611534589387,2.3349,0
1.5914,-357.52,1.4526,0.26824952896844084,0.091119,1.1696,0.050194134655101204,0.3377,15.697000000000001,5.3469,4.1258,0.064282,1.4526,0.63808,0.043649,132.11,0.29136999999999996,65.17399999999999,0.033245,0.022886548258295468,1.2839,0.33968000000000004,0.24238,0.044254,0.96844,0.1405475429657138,5.8047,5.2723,4.276377767310409,3.1617,0
1.0003,-8.1893,1.04,0.2341259464225986,0.076997,1.1771,0.07403557692307693,0.33902,0.40331,4.263,6.4421,0.08544500000000001,2.2288,0.67113,0.33464,36.263000000000005,1.9622,6.7603,0.057595000000000014,0.05537980769230771,0.7904100000000001,0.32887,0.15523,0.038461,0.96154,0.1495495186872666,56.151,12.264000000000001,3.1623437832578225,3.2835,0
1.2288,-13.079,1.171,0.7711063231026295,0.35073000000000004,1.0085,0.2415456874466268,0.95339,1.5930000000000002,5.7554,4.8851,0.35395,2.6143,0.46614,0.33200999999999997,57.216,1.6228,28.631,0.30206,0.25795046968403074,1.2288,0.45484,0.2047,0.14606,0.8539399999999999,0.16951988672930868,14.929,11.139000000000001,2.5745317034561603,5.8987,0
1.1893,-30.967,1.4532,0.020319486988634738,0.007097800000000001,1.4868,0.004884255436278558,-0.13241,1.0209,3.8883,4.0528,0.037493,1.4532,0.62671,0.16325,90.027,0.041956,43.61600000000001,0.0012226,0.0008413157170382603,0.6115,0.34931,0.24674000000000001,0.025800999999999998,0.9952700000000001,1.0296007485963816,8.5901,7.6784,4.1602015401792105,2.4859999999999998,0
1.2284,-48327.0,5.3858,0.007697597117556011,0.0060674,1.2982,0.0011265550150395484,0.06886,-5.627000000000001,3.6951,6.852,-0.006505199999999999,5.3858,0.21178,0.019495,64.581,0.15903,2.5783,-0.025059,-0.004652790671766498,1.2284,0.78822,0.14594000000000001,-0.0012079,1.0031,0.0,141.17,5.8876,6.832863921240262,169.86,0
1.6247,-8.0914,1.1479,0.7646431938353077,0.18655,1.1031,0.1307953654499521,0.52398,1.4745,4.7711,5.0415,0.18136,1.4302,0.73027,0.30376,83.31299999999999,0.8539200000000001,52.176,0.12064,0.10509626274065685,1.5005,0.24397,0.19835,0.12883,0.8711700000000001,0.06471101847679125,8.03,9.6413,4.7050866909865965,2.339,0
2.1431,12.535,2.5636,0.0984047748236571,0.036272000000000006,1.1067,0.01099703541894211,-0.11387,1.6272,3.5406,6.6994,0.094173,2.5636,0.62167,0.12555999999999998,105.88,0.08395599999999999,49.633,-0.022228,-0.008670619441410517,0.8265399999999999,0.3686,0.14927,0.036735000000000004,0.9860899999999999,13.262802412523437,7.6344,6.2852,6.95496473141617,12.205,0
0.92769,-50.295,2.5056,-0.18180882144741753,-0.14126,0.9429200000000001,-0.05637771392081737,-0.14467,-10.425,3.2504,3.4356,-0.14127,2.5409,0.22283000000000008,0.022119,102.5,-0.4749,40.674,-0.16016,-0.06392081736909323,0.9276899999999999,0.7769699999999999,0.29107,-0.056277999999999995,1.0506,0.0008975452138398866,8.4234,6.1693,3.2248349357118036,8.9738,1
3.7511,131.86,1.1345,0.7250088936321594,0.18342,0.84045,0.12963420008814458,0.27976,1.1643,4.7621,6.1315,0.18062,1.7684,0.53213,1.6856,108.38,1.1477,30.15,0.17975,0.15843984133979727,3.7511,0.25299,0.16309,0.11853,0.8814700000000001,0.40381109879164867,13.734000000000002,4.4617,4.484366971026523,34.519,0
3.0655,19.333,1.642,0.14772032116230163,0.030909,0.76069,0.018823995127892814,0.24078000000000002,3.1518,3.3915,7.662999999999999,0.038599,1.642,0.79,0.4254,122.79,0.09149299999999999,76.905,0.014944999999999996,0.009101705237515223,1.8199,0.20924,0.1305,0.023507,0.9814200000000001,0.22115666743880785,4.8604,7.6524,7.847447906709998,4.5791,0
9.7639,51.855,0.5382,2.419980705327473,0.11288,1.4304,0.2097361575622445,0.20182,0.0,3.3225,6.6571,0.011249,0.5382,0.94449,2.3379,234.92,0.34293,386.93,-0.00045211,-0.0008400408769973988,8.205,0.046645,0.15020999999999998,0.42303,0.5836,0.009386017850903589,1.635,31.278000000000002,11.538214170865045,0.98831,0
1.1479,2.9725,15.440999999999999,0.22294792180810158,0.19422999999999999,0.9817,0.012578848520173564,0.28682,3.3677,2.2221,17.912,-0.16310999999999998,15.88,0.12880999999999998,0.5260199999999999,12.805,0.23540999999999998,0.0,0.26415,0.01710705265203031,1.1479,0.8711899999999999,0.05583,-0.010485,0.017107,1.4946340227643363e-15,9.5619,28.503,17.724032645002815,4.01995,1
8.1234,108.67,1.1591,1.9868931836206538,0.1904,1.2595,0.13028211543438872,0.5753199999999999,1.4527,4.4833,15.425999999999998,0.21473000000000006,1.7196,0.9014,1.2839,139.62,0.61168,60.96,0.17471,0.15072901389008714,7.936600000000001,0.095828,0.064827,0.13725,0.86275,0.005585274981927314,6.94,4.194,12.095629669825103,7.7337,0
0.65258,-333.68,0.94552,-0.08176185128739874,-0.08154600000000001,1.6523,-0.08624460614265167,-0.60664,-0.5170899999999999,5.441,1.0165,-0.052422,0.96538,-0.036281,0.0099883,244.04,-0.1526,192.39,-0.10828,-0.11451899483881885,0.65258,0.99736,0.9838,-0.057624,1.0576,-1.0727653592789628,1.7938,8.9971,0.9480227801395685,2.7455,0
12.074000000000002,212.04,1.0346,0.19459478518414045,0.011038,1.0564,0.005715155615696887,0.28845,0.13248,3.7692,15.465,0.011622,0.91739,0.91028,3.3045,200.05,0.044988,54.68600000000001,-0.022333,-0.021586120239706165,12.074000000000002,0.056723,0.064661,0.033412,0.96659,0.0362492859339984,6.9052,2.4798,18.239514835252013,2.8799,0
1.6452,-10423.0,0.021049000000000002,0.010134412582465493,0.0061600000000000005,0.14237,0.2926504822081809,0.027592000000000002,33.266999999999996,3.6783,0.029273,0.003256,0.021049,0.3588,0.13829,15883.0,0.006840100000000001,18474.0,0.0061447,0.29192360682217683,1.0244,0.60783,34.162,0.15467999999999998,0.74488,15.473578089557252,0.023372,1.3697,0.034629748449401976,4.01995,0
1.2345,-39.891999999999996,1.0555,0.1652506216463814,0.06313400000000001,1.0458,0.0461013737565135,0.23715,0.57817,5.4345,3.4106,0.075336,1.402,0.61795,0.17875,107.04,0.27757,49.106,0.024459,0.023172903837044054,0.88364,0.38205,0.2932,0.052604,0.9474,0.3253619302949062,7.8456,6.0309,2.762727391702657,2.6031,0
0.63346,-76.46300000000001,1.6694,-0.24713703035532195,-0.12603,0.85498,-0.07549418952917217,-0.12172999999999999,0.0,3.548,2.9817,0.00061585,1.6694,0.48988,0.012491,69.23899999999999,-1.0051,30.098000000000003,-0.02792,-0.016724571702408052,0.63327,0.5099600000000001,0.33538,0.089158,0.91574,0.0003266105985136908,13.314,8.7269,3.2735900854969007,2.4659999999999997,0
0.9077799999999999,-35.693000000000005,1.0292,0.03361710552365869,0.028866000000000006,0.99449,0.022866303925378934,0.028866000000000006,1.0119,3.6789,2.8,0.029106,2.5139,0.035158,0.029504000000000002,111.24,0.15699000000000002,22.758000000000003,-0.012933000000000002,-0.01256607073455111,0.8976700000000001,0.85867,0.35714,0.028373000000000002,0.9716299999999999,4.544309756384605,16.506,4.0952,1.198597831530157,11.220999999999998,1
0.50825,-7402.2,5.0388,0.026957763584023034,0.023973,0.8084,0.004757680400095261,0.09773899999999999,2.0163,3.4936,5.6516,0.058111,5.0388,0.11072,0.062904,28.688000000000002,0.12487000000000001,13.942,0.01008,0.0020004763038818764,0.48107,0.88928,0.17694000000000001,0.011533,1.0021,0.8312025536278389,26.247,24.691999999999997,5.666156890967975,9.1947,0
2.7747,60.504,1.1503,0.746738990055534,0.11564,0.98715,0.08120142571503086,0.33321999999999996,1.4757,4.1479,5.7281,0.13091,1.0259,0.84496,0.51059,125.42,0.72326,53.14,0.060042,0.05219681822133356,1.4737,0.15486,0.17457999999999999,0.13064,0.86936,0.1932960578335028,7.9009,4.6071,7.427999483404365,1.7892,0
1.1661,-21.324,3.0992,0.24181011873539648,0.10142,0.98575,0.025361060918946823,0.39721999999999996,5.9432,3.6001,7.132999999999999,0.10741,3.0992,0.58058,0.26377,44.571000000000005,0.33860999999999997,28.319000000000003,0.050824,0.016399070727929788,1.1374,0.41942,0.14019,0.034658,0.96755,0.01856140350877205,13.350999999999999,21.18,7.389251823947356,6.0658,0
1.1033,-32.135999999999996,1.7078,0.0938591355260892,0.054504,0.8057300000000001,0.024314908068860525,0.27282,2.9415,3.8986,2.8801,0.035298,1.7078,0.4193,0.02995,133.22,0.21404,42.339,-0.0012097999999999998,-0.0007083967677714016,0.8825,0.5807,0.34721,0.020669,0.96905,0.5302361227692423,8.8028,3.9782,2.9409333562941278,4.7528,0
1.7163,52.89,1.0655,0.13050747500958335,0.044259,0.8336100000000001,0.041538244955419995,0.044259,1.0119,6.3452,4.0189,0.064583,1.4626,0.64304,0.26657,123.58,0.84657,14.001,-0.00083772,-0.0007862224307836699,1.7163,0.33913000000000004,0.24883000000000002,0.061446,0.93855,0.027727668574272227,27.776,3.305,3.141863002388464,3.4744,1
1.1825,-76.07600000000001,1.1655,0.35499595702899384,0.15366,1.7592,0.112990132990133,0.17145,1.609,4.5041,2.1599,0.15043,1.0964,0.5667300000000001,0.31494,125.79,0.50246,102.32,0.10202,0.08753324753324754,1.1825,0.43285,0.46298999999999996,0.14198,0.8580200000000001,0.0007410936424751777,4.1574,9.6066,2.692618690077394,2.2319999999999998,0
1.3418,-44.229,1.0514,0.3210145599554855,0.13846,1.1852,0.13169107856191745,0.36351999999999995,1.0119,4.8287,1.6027,0.013728,1.0514,0.52949,0.39614,141.6,0.60918,120.01,-0.032422,-0.03083697926574092,1.23,0.43132,0.6239399999999999,0.34252,0.66335,0.07401461783980824,4.6257,5.8223,2.437633311694334,2.4959,0
1.4657,-12.427999999999999,1.0435,0.22757984549752103,0.039476,0.92111,0.028877815045519884,0.37127,0.4582,4.0834,6.6676,0.052993,1.2175,0.8203600000000001,0.60427,45.187,0.26166999999999996,36.344,-0.0068321,-0.006547292764734067,0.64056,0.17346,0.14998,0.041724000000000004,0.9582799999999999,0.38465146667113387,10.48,35.231,6.015796148968062,1.6184,0
1.1081,-6.345,1.5691,0.11963643371017474,0.018625,1.0611,0.007549550697852272,0.083853,1.7785,3.1123,11.052,-0.14312,1.7551,0.8427,0.07703,37.341,0.25115,10.006,0.029444,0.01876489707475623,0.91957,0.15567999999999999,0.090485,0.12303,0.78842,0.039342163572800126,33.268,13.842,10.079008221993833,1.8955,1
1.0477,-38.51,2.4533,-0.004626473678067,-0.0023780999999999997,1.0009,-0.0006891126238128234,0.041112,0.8904299999999999,5.0601,4.9045,-0.0082946,2.5797,0.45136000000000004,0.13147999999999999,70.069,-0.0069096999999999995,35.424,0.054339,0.022149349855296943,0.6392800000000001,0.51402,0.2039,0.18125,0.80167,2.0840208148242154,10.027000000000001,10.841,4.7727714874907585,5.3163,1
0.53645,-486.83,0.18244000000000002,-0.43057447586138153,-0.12959,0.9403100000000001,-0.7103157202367901,-0.15885,0.0,5.151,0.60512,0.021952,0.18244,0.46523,0.031296,304.18,-1.2435,208.86,-0.0013669,-0.007492326244244683,0.1514,0.30097,1.6526,0.0017203,1.2218,-11.5185307793009,1.7506,3.8148,0.6061733727614048,0.21756999999999999,0
1.1995,-147.41,3.4884,0.04687416826851988,0.031701,1.4153,0.006777032450407063,0.10049,1.1575,3.8608,5.1209,0.052741,3.4884,0.3237,0.5228,47.888999999999996,0.14218,17.524,0.053121,0.015227898176814586,1.0438,0.6763,0.19528,0.020030000000000003,1.006,0.4530681869192438,20.98,11.970999999999998,5.1580659470649115,18.482,0
0.84393,-36.836,0.9582700000000001,0.04118267596553948,0.035135,1.02,0.03356256587391862,0.045946,0.10091,4.0453,5.0335,0.043333,4.3797,0.097027,0.070116,58.556000000000004,0.10818,25.269000000000002,-0.018649,-0.01946111221263318,0.84393,0.85315,0.19867,-0.043544,1.0435,0.513496243313717,13.842,11.34,1.1232139717517438,14.697000000000001,0
12.79,114.97,1.8605,-1.0407551232265753,-0.081207,0.75745,-0.0436479441010481,0.14799,-4.4826,2.6686,25.103,-0.098208,1.8605,0.92197,6.5227,95.93299999999999,-0.27535,54.957,-0.099996,-0.05374684224670787,12.79,0.078027,0.039835,-0.052785000000000006,1.0428,3.2539019708169836e-06,6.3085,9.5864,23.844310302843887,907.44,0
3.3491,-2.0409,0.80312,-1.8170178714323821,-0.13624,0.77005,-0.166749676262576,-0.16858,-2.274,4.6252,7.8566,-0.13396,0.48723,0.79195,0.44943999999999995,167.74,-0.8351799999999999,99.352,-0.20704,-0.2577946010558821,3.3491,0.07497999999999999,0.12728,-0.24515,1.2451,0.1680282846139276,2.9505,8.2901,10.7111229661243,0.63175,0
1.1076,-8.3248,1.0231,0.03729107493991698,0.027309,2.0739,0.021094712149350017,0.0037662,0.21674000000000002,5.5935,2.6819,0.042568,2.0175,0.2534,0.0070265,146.41,0.17912,22.393,0.021888,0.021393803147297434,1.1076,0.73232,0.37287,0.022543999999999998,0.97746,0.05635359116022123,16.676,2.9312,1.3970668560192265,10.639000000000001,0
1.0026,-1360.2,4.4506,0.0433367423199465,0.022035,1.0168,0.003391677526625624,0.097626,3.2066,3.4182,7.4091,0.035289999999999995,4.4506,0.4705,0.035065,40.348,0.11172,13.091,0.031988,0.007187345526445873,0.86488,0.50846,0.13497,0.15687,0.8487,0.1972719522591642,32.939,12.472000000000001,8.753097588797544,9.0791,0
0.55804,-157.02,1.0725,0.19279294274300932,0.057915,2.3331,0.05394685314685316,0.064958,1.3902,4.4989,1.9503,0.081446,0.67535,0.35015,0.012019,95.281,0.74722,48.24,-0.018688,-0.017424708624708622,0.33868000000000004,0.3004,0.51275,0.06761,0.9323899999999999,3.496721943694562,8.1149,7.2561,3.5702396804260985,0.75489,0
4.2731,101.59,1.0064,1.2561807978158654,0.16564,0.88065,0.12384737678855327,0.51435,1.4169999999999998,4.2185,8.7408,0.16332,1.3924,0.78785,1.0357,134.32,1.0392,37.984,0.10104,0.10039745627980923,4.2731,0.13185999999999998,0.11441,0.0064063,0.99359,0.10191026210573072,9.6713,3.7792,7.6323373274685276,2.6571,0
1.1042,-38.49,1.5296,-0.5127788408608351,-0.19562000000000002,0.95893,-0.1278896443514644,-0.37355,0.0,3.4076,3.3562,0.022897,1.5296,0.48736,0.026941000000000003,98.05799999999999,-1.1796,47.278,-0.009541899999999999,-0.006238166841004183,0.77328,0.38149,0.29796,0.16297999999999999,0.8434299999999999,0.3585266209804954,9.2235,6.2409,4.009541534509424,2.6429,0
1.5761,234.98,1.8421,0.0006190695755575509,0.0002551,1.2654,0.00011218717767765051,0.034074,1.0279,3.8131,4.5072,-0.015146,1.8421,0.47452,0.065777,123.31,0.0007251,56.011,-0.063796,-0.03463221323489496,0.8304,0.41207,0.22186999999999998,-0.0082218,1.0132,1.698288127036578,6.4634,5.4607,4.470356978183318,5.2552,0
1.5041,-31.085,1.2323,-0.34189614476789937,-0.17382,0.74546,-0.14105331493954396,-0.1144,-10.048,2.4816,2.9013,-0.24267,1.2323,0.4916,0.11084000000000001,209.8,-0.51744,83.124,-0.20214,-0.16403473180232087,1.5041,0.5084,0.34468000000000004,-0.19692,1.1320000000000001,1.5105780032569097e-16,3.6686,3.3089999999999997,2.423878835562549,5.2371,0
2.4431,120.99,1.0271,0.11585190878811172,0.045217,0.79199,0.032469087722714444,0.42783,0.37149,3.9582,3.4438,0.049933,1.4338,0.60961,0.026911,249.34,0.29359,30.846999999999998,0.036378,0.03541816765650862,2.4431,0.3903,0.29038,0.026345999999999998,0.97365,0.00014763537343547828,12.152999999999999,1.6643,2.63156546246477,29.714000000000002,0
1.4276,-89.541,1.0531,0.17593169082984966,0.11868,0.94063,0.10324755483809704,0.13268,0.56894,4.2942,2.9936,0.11489,2.1443,0.32542,0.040379000000000005,160.61,0.13834000000000002,142.05,0.10477,0.09948722818345837,1.4276,0.6745800000000001,0.33405,0.050421,0.94958,0.0,2.7059,14.189,1.5611195113996854,57.553999999999995,0
